dataset,p_disapprove,method,rule,committee_size,model,num_voters,num_candidates,elected_mean_net_score,elected_min_net_score,elected_max_net_score,non_elected_mean_net_score,best_non_elected_score,best_non_elected_candidate,mean_utility,median_utility,n_zero_or_negative,frac_zero_or_negative,n_negative,frac_negative,gini_coefficient,avg_disapprovals_per_voter,avg_elected_disapprovals_per_voter,hamming_distance,p,phi
euclidean_r3,0.01,Cross_Hamming,PAV_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,3.0,,
euclidean_r3,0.01,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,3.0,,
euclidean_r3,0.01,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
euclidean_r3,0.01,Cross_Hamming,MES_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
euclidean_r3,0.01,Cross_Hamming,MES_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,5.0,,
euclidean_r3,0.01,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,3.0,,
euclidean_r3,0.01,Cross_Hamming,AV_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
euclidean_r3,0.01,Cross_Hamming,AV_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,5.0,,
euclidean_r4,0.01,Traditional,PAV,10.0,Euclidean2D,100,20,53.2,43.0,63.0,35.0,45.0,3.0,5.32,6.0,6.0,0.06,0.0,0.0,0.3618,0.11,0.03,,,
euclidean_r4,0.01,Traditional,SeqPhragmen,10.0,Euclidean2D,100,20,53.2,43.0,63.0,35.0,45.0,3.0,5.32,6.0,6.0,0.06,0.0,0.0,0.3618,0.11,0.03,,,
euclidean_r4,0.01,Traditional,MES,10.0,Euclidean2D,100,20,53.2,43.0,63.0,35.0,45.0,3.0,5.32,6.0,6.0,0.06,0.0,0.0,0.3618,0.11,0.03,,,
euclidean_r4,0.01,AV,AV,10.0,Euclidean2D,100,20,53.4,44.0,63.0,34.8,43.0,1.0,5.34,6.0,7.0,0.07,0.0,0.0,0.3731,0.11,0.03,,,
euclidean_r4,0.01,Tax,TaxPhragmen,8.0,Euclidean2D,100,20,55.0,43.0,63.0,36.8333,49.0,6.0,4.4,5.0,7.0,0.07,0.0,0.0,0.3655,0.11,0.03,,,
euclidean_r4,0.01,Tax,TaxMES,7.0,Euclidean2D,100,20,56.4286,43.0,63.0,37.4615,49.0,6.0,3.95,5.0,8.0,0.08,0.0,0.0,0.3586,0.11,0.03,,,
euclidean_r4,0.01,Hamming_Traditional,PAV_vs_SeqPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,0.0,,
euclidean_r4,0.01,Hamming_Traditional,PAV_vs_MES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,0.0,,
euclidean_r4,0.01,Hamming_Traditional,SeqPhragmen_vs_MES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,0.0,,
euclidean_r4,0.01,Hamming_Traditional,AV_vs_PAV,,Euclidean2D,100,20,,,,,,,,,,,,,,,,2.0,,
euclidean_r4,0.01,Hamming_Traditional,AV_vs_SeqPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,2.0,,
euclidean_r4,0.01,Hamming_Traditional,AV_vs_MES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,2.0,,
euclidean_r4,0.01,Cross_Hamming,PAV_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,3.0,,
euclidean_r4,0.01,Cross_Hamming,PAV_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
euclidean_r4,0.01,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
euclidean_r4,0.01,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,3.0,,
euclidean_r4,0.01,Cross_Hamming,MES_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,3.0,,
euclidean_r4,0.01,Cross_Hamming,MES_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
euclidean_r4,0.01,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,1.0,,
euclidean_r4,0.01,Cross_Hamming,AV_vs_TaxMES,,Euclidean2D,100,20,,,,,,,,,,,,,,,,5.0,,
euclidean_r4,0.01,Cross_Hamming,AV_vs_TaxPhragmen,,Euclidean2D,100,20,,,,,,,,,,,,,,,,4.0,,
impartial_p0.1,0.01,Traditional,PAV,10.0,Impartial,100,20,10.5,7.0,13.0,6.5,9.0,10.0,1.05,1.0,27.0,0.27,1.0,0.01,0.2358,0.16,0.07,,0.1,
impartial_p0.1,0.01,Traditional,SeqPhragmen,10.0,Impartial,100,20,10.5,7.0,13.0,6.5,9.0,10.0,1.05,1.0,27.0,0.27,1.0,0.01,0.2358,0.16,0.07,,0.1,
impartial_p0.1,0.01,Traditional,MES,10.0,Impartial,100,20,10.5,7.0,13.0,6.5,9.0,10.0,1.05,1.0,27.0,0.27,1.0,0.01,0.2358,0.16,0.07,,0.1,
impartial_p0.1,0.01,AV,AV,10.0,Impartial,100,20,10.5,7.0,13.0,6.5,9.0,10.0,1.05,1.0,31.0,0.31,1.0,0.01,0.2541,0.16,0.08,,0.1,
impartial_p0.1,0.01,Tax,TaxPhragmen,2.0,Impartial,100,20,13.0,13.0,13.0,8.0,12.0,5.0,0.26,0.0,71.0,0.71,3.0,0.03,0.1865,0.16,0.03,,0.1,
impartial_p0.1,0.01,Tax,TaxMES,2.0,Impartial,100,20,13.0,13.0,13.0,8.0,12.0,5.0,0.26,0.0,71.0,0.71,3.0,0.03,0.1865,0.16,0.03,,0.1,
impartial_p0.1,0.01,Hamming_Traditional,PAV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.1,
impartial_p0.1,0.01,Hamming_Traditional,PAV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.1,
impartial_p0.1,0.01,Hamming_Traditional,SeqPhragmen_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.1,
impartial_p0.1,0.01,Hamming_Traditional,AV_vs_PAV,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.1,
impartial_p0.1,0.01,Hamming_Traditional,AV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.1,
impartial_p0.1,0.01,Hamming_Traditional,AV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,PAV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,PAV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,MES_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,MES_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,AV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.1,0.01,Cross_Hamming,AV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,8.0,0.1,
impartial_p0.15,0.01,Traditional,PAV,10.0,Impartial,100,20,16.3,11.0,23.0,11.7,15.0,3.0,1.63,2.0,14.0,0.14,1.0,0.01,0.2219,0.16,0.08,,0.15,
impartial_p0.15,0.01,Traditional,SeqPhragmen,10.0,Impartial,100,20,16.5,12.0,23.0,11.5,15.0,12.0,1.65,2.0,12.0,0.12,0.0,0.0,0.3419,0.16,0.04,,0.15,
impartial_p0.15,0.01,Traditional,MES,10.0,Impartial,100,20,16.3,11.0,23.0,11.7,15.0,3.0,1.63,2.0,14.0,0.14,1.0,0.01,0.2219,0.16,0.08,,0.15,
impartial_p0.15,0.01,AV,AV,10.0,Impartial,100,20,16.8,14.0,23.0,11.2,14.0,1.0,1.68,2.0,16.0,0.16,0.0,0.0,0.3882,0.16,0.05,,0.15,
impartial_p0.15,0.01,Tax,TaxPhragmen,5.0,Impartial,100,20,18.4,14.0,23.0,12.5333,17.0,4.0,0.92,1.0,34.0,0.34,0.0,0.0,0.468,0.16,0.03,,0.15,
impartial_p0.15,0.01,Tax,TaxMES,5.0,Impartial,100,20,18.6,15.0,23.0,12.4667,17.0,4.0,0.93,1.0,33.0,0.33,1.0,0.01,0.227,0.16,0.04,,0.15,
impartial_p0.15,0.01,Hamming_Traditional,PAV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.15,
impartial_p0.15,0.01,Hamming_Traditional,PAV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.15,
impartial_p0.15,0.01,Hamming_Traditional,SeqPhragmen_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.15,
impartial_p0.15,0.01,Hamming_Traditional,AV_vs_PAV,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.15,
impartial_p0.15,0.01,Hamming_Traditional,AV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.15,
impartial_p0.15,0.01,Hamming_Traditional,AV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,PAV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,PAV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,MES_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,MES_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,AV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,5.0,0.15,
impartial_p0.15,0.01,Cross_Hamming,AV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,7.0,0.15,
impartial_p0.3,0.01,Traditional,PAV,10.0,Impartial,100,20,32.9,30.0,36.0,25.6,30.0,2.0,3.29,3.0,2.0,0.02,1.0,0.01,0.174,0.15,0.11,,0.3,
impartial_p0.3,0.01,Traditional,SeqPhragmen,10.0,Impartial,100,20,32.9,30.0,36.0,25.6,30.0,4.0,3.29,3.0,1.0,0.01,0.0,0.0,0.2257,0.15,0.09,,0.3,
impartial_p0.3,0.01,Traditional,MES,10.0,Impartial,100,20,32.9,30.0,36.0,25.6,30.0,2.0,3.29,3.0,2.0,0.02,1.0,0.01,0.174,0.15,0.11,,0.3,
impartial_p0.3,0.01,AV,AV,10.0,Impartial,100,20,32.9,30.0,36.0,25.6,30.0,2.0,3.29,3.0,2.0,0.02,1.0,0.01,0.174,0.15,0.11,,0.3,
impartial_p0.3,0.01,Tax,TaxPhragmen,7.0,Impartial,100,20,33.1429,31.0,36.0,27.1538,34.0,10.0,2.32,2.0,4.0,0.04,0.0,0.0,0.235,0.15,0.06,,0.3,
impartial_p0.3,0.01,Tax,TaxMES,7.0,Impartial,100,20,33.5714,31.0,36.0,26.9231,33.0,3.0,2.35,2.0,6.0,0.06,0.0,0.0,0.2422,0.15,0.06,,0.3,
impartial_p0.3,0.01,Hamming_Traditional,PAV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.3,
impartial_p0.3,0.01,Hamming_Traditional,PAV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.3,
impartial_p0.3,0.01,Hamming_Traditional,SeqPhragmen_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.3,
impartial_p0.3,0.01,Hamming_Traditional,AV_vs_PAV,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.3,
impartial_p0.3,0.01,Hamming_Traditional,AV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.3,
impartial_p0.3,0.01,Hamming_Traditional,AV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,0.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,PAV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,PAV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,MES_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,MES_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,AV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.3,0.01,Cross_Hamming,AV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.3,
impartial_p0.5,0.01,Traditional,PAV,10.0,Impartial,100,20,54.0,49.0,58.0,45.9,53.0,15.0,5.4,5.0,0.0,0.0,0.0,0.0,0.1446,0.09,0.02,,0.5,
impartial_p0.5,0.01,Traditional,SeqPhragmen,10.0,Impartial,100,20,53.6,48.0,58.0,46.3,53.0,15.0,5.36,5.0,0.0,0.0,0.0,0.0,0.1326,0.09,0.01,,0.5,
impartial_p0.5,0.01,Traditional,MES,10.0,Impartial,100,20,53.8,47.0,58.0,46.1,53.0,15.0,5.38,5.0,0.0,0.0,0.0,0.0,0.1436,0.09,0.04,,0.5,
impartial_p0.5,0.01,AV,AV,10.0,Impartial,100,20,54.4,52.0,58.0,45.5,49.0,0.0,5.44,5.0,0.0,0.0,0.0,0.0,0.1586,0.09,0.02,,0.5,
impartial_p0.5,0.01,Tax,TaxPhragmen,9.0,Impartial,100,20,54.1111,48.0,58.0,46.5455,53.0,15.0,4.87,5.0,0.0,0.0,0.0,0.0,0.1473,0.09,0.01,,0.5,
impartial_p0.5,0.01,Tax,TaxMES,9.0,Impartial,100,20,54.2222,49.0,58.0,46.4545,53.0,15.0,4.88,5.0,0.0,0.0,0.0,0.0,0.1447,0.09,0.01,,0.5,
impartial_p0.5,0.01,Hamming_Traditional,PAV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.5,
impartial_p0.5,0.01,Hamming_Traditional,PAV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.5,
impartial_p0.5,0.01,Hamming_Traditional,SeqPhragmen_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.5,
impartial_p0.5,0.01,Hamming_Traditional,AV_vs_PAV,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.5,
impartial_p0.5,0.01,Hamming_Traditional,AV_vs_SeqPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,4.0,0.5,
impartial_p0.5,0.01,Hamming_Traditional,AV_vs_MES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,PAV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,1.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,PAV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,1.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,1.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,MES_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,MES_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,AV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.5,
impartial_p0.5,0.01,Cross_Hamming,AV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.5,
impartial_p0.7,0.01,Traditional,PAV,10.0,Impartial,100,20,73.2,71.0,79.0,64.7,70.0,4.0,7.32,7.0,0.0,0.0,0.0,0.0,0.1035,0.03,0.0,,0.7,
impartial_p0.7,0.01,Traditional,SeqPhragmen,10.0,Impartial,100,20,73.2,71.0,79.0,64.7,70.0,4.0,7.32,7.0,0.0,0.0,0.0,0.0,0.1035,0.03,0.0,,0.7,
